,place.name,place.country,periods.dateTimeISO,periods.tempF,periods.feelslikeF,periods.humidity
247,new york,us,2021-09-05T12:00:00-04:00,74.08,74.08,78
248,new york,us,2021-09-06T12:00:00-04:00,82.39,82.39,44
249,new york,us,2021-09-07T12:00:00-04:00,79.67,79.67,42
250,new york,us,2021-09-08T12:00:00-04:00,81.03,83.81,65
251,new york,us,2021-09-09T12:00:00-04:00,70.01,70.01,94
252,new york,us,2021-09-10T12:00:00-04:00,74.88,74.88,46
253,new york,us,2021-09-11T12:00:00-04:00,76.14,76.14,51
254,new york,us,2021-09-12T12:00:00-04:00,78.3,78.3,62
255,new york,us,2021-09-13T12:00:00-04:00,84.15,86.35,54
256,new york,us,2021-09-14T12:00:00-04:00,79.6,79.6,59
257,new york,us,2021-09-15T12:00:00-04:00,84.15,89.27,65
258,new york,us,2021-09-16T12:00:00-04:00,77.13,77.13,66
259,new york,us,2021-09-17T12:00:00-04:00,72.16,72.16,84
260,new york,us,2021-09-18T12:00:00-04:00,81.16,83.59,62
261,new york,us,2021-09-19T12:00:00-04:00,75.99,75.99,45
262,new york,us,2021-09-20T12:00:00-04:00,74.16,74.16,61
263,new york,us,2021-09-21T12:00:00-04:00,77.28,77.28,60
264,new york,us,2021-09-22T12:00:00-04:00,79.19,79.19,69
265,new york,us,2021-09-23T12:00:00-04:00,80.29,83.53,71
266,new york,us,2021-09-24T12:00:00-04:00,72.23,72.23,48
267,new york,us,2021-09-25T12:00:00-04:00,75.28,75.28,44
268,new york,us,2021-09-26T12:00:00-04:00,72.22,72.22,42
269,new york,us,2021-09-27T12:00:00-04:00,74.23,74.23,47
270,new york,us,2021-09-28T12:00:00-04:00,68.0,68.0,82
271,new york,us,2021-09-29T12:00:00-04:00,67.32,67.32,43
272,new york,us,2021-09-30T12:00:00-04:00,66.86,66.86,50
273,new york,us,2021-10-01T12:00:00-04:00,64.15,64.15,49
274,new york,us,2021-10-02T12:00:00-04:00,72.23,72.23,51
275,new york,us,2021-10-03T12:00:00-04:00,77.35,77.35,50
276,new york,us,2021-10-04T12:00:00-04:00,69.7,69.7,84
277,new york,us,2021-10-05T12:00:00-04:00,64.17,64.17,80
278,new york,us,2021-10-06T12:00:00-04:00,67.28,67.28,75
279,new york,us,2021-10-07T12:00:00-04:00,71.27,71.27,70
280,new york,us,2021-10-08T12:00:00-04:00,73.33,73.33,64
281,new york,us,2021-10-09T12:00:00-04:00,66.56,66.56,72
282,new york,us,2021-10-10T12:00:00-04:00,64.04,64.04,89
283,new york,us,2021-10-11T12:00:00-04:00,67.64,67.64,72
284,new york,us,2021-10-12T12:00:00-04:00,67.17,67.17,69
285,new york,us,2021-10-13T12:00:00-04:00,67.93,67.93,78
286,new york,us,2021-10-14T12:00:00-04:00,72.14,72.14,61
287,new york,us,2021-10-15T12:00:00-04:00,73.4,73.4,61
288,new york,us,2021-10-16T12:00:00-04:00,74.59,74.59,63
289,new york,us,2021-10-17T12:00:00-04:00,60.26,60.26,55
290,new york,us,2021-10-18T12:00:00-04:00,57.92,57.92,49
291,new york,us,2021-10-19T12:00:00-04:00,58.28,58.28,52
292,new york,us,2021-10-20T12:00:00-04:00,68.7,68.7,50
293,new york,us,2021-10-21T12:00:00-04:00,69.93,69.93,50
294,new york,us,2021-10-22T12:00:00-04:00,66.51,66.51,56
295,new york,us,2021-10-23T12:00:00-04:00,54.9,54.9,63
296,new york,us,2021-10-24T12:00:00-04:00,57.56,57.56,50
