,Start Date,place.name,place.country,periods.tempF,hour_Weather,kWh,hour_Energy,date,hour,day,month,year,month_date,season,hypo_temp,hypo_usage
6681,2022-10-07 10:00:00.000000,new york,us,66.6,10:00:00,1.64,10:00:00.000000,2022-10-07,10,7,10,2022,1007.0,fall,46.599999999999994,2.670273150407744
6683,2022-10-07 12:00:00.000000,new york,us,69.78,12:00:00,3.34,12:00:00.000000,2022-10-07,12,7,10,2022,1007.0,fall,49.78,2.5702074265321464
6682,2022-10-07 11:00:00.000000,new york,us,67.57,11:00:00,1.5,11:00:00.000000,2022-10-07,11,7,10,2022,1007.0,fall,47.56999999999999,2.6397499579048103
6693,2022-10-07 22:00:00.000000,new york,us,63.37,22:00:00,0.95,22:00:00.000000,2022-10-07,22,7,10,2022,1007.0,fall,43.37,2.7719122347216367
6692,2022-10-07 21:00:00.000000,new york,us,66.38,21:00:00,1.29,21:00:00.000000,2022-10-07,21,7,10,2022,1007.0,fall,46.379999999999995,2.6771959363362443
6691,2022-10-07 20:00:00.000000,new york,us,68.86,20:00:00,2.05,20:00:00.000000,2022-10-07,20,7,10,2022,1007.0,fall,48.86,2.599157258596785
6690,2022-10-07 19:00:00.000000,new york,us,71.89,19:00:00,4.15,19:00:00.000000,2022-10-07,19,7,10,2022,1007.0,fall,51.89,2.5038116160360744
6694,2022-10-07 23:00:00.000000,new york,us,62.13,23:00:00,1.29,23:00:00.000000,2022-10-07,23,7,10,2022,1007.0,fall,42.13,2.8109315735913665
6688,2022-10-07 17:00:00.000000,new york,us,75.52,17:00:00,1.52,17:00:00.000000,2022-10-07,17,7,10,2022,1007.0,fall,55.519999999999996,2.389585648215817
6687,2022-10-07 16:00:00.000000,new york,us,76.28,16:00:00,1.54,16:00:00.000000,2022-10-07,16,7,10,2022,1007.0,fall,56.28,2.3656705695537243
6686,2022-10-07 15:00:00.000000,new york,us,75.9,15:00:00,1.52,15:00:00.000000,2022-10-07,15,7,10,2022,1007.0,fall,55.900000000000006,2.37762810888477
6685,2022-10-07 14:00:00.000000,new york,us,75.34,14:00:00,1.53,14:00:00.000000,2022-10-07,14,7,10,2022,1007.0,fall,55.34,2.3952497457936808
6684,2022-10-07 13:00:00.000000,new york,us,72.66,13:00:00,1.9,13:00:00.000000,2022-10-07,13,7,10,2022,1007.0,fall,52.66,2.4795818652863226
6689,2022-10-07 18:00:00.000000,new york,us,73.89,18:00:00,1.94,18:00:00.000000,2022-10-07,18,7,10,2022,1007.0,fall,53.89,2.4408771985042517
6709,2022-10-08 14:00:00.000000,new york,us,57.04,14:00:00,1.93,14:00:00.000000,2022-10-08,14,8,10,2022,1008.0,fall,37.04,2.971099666209854
6710,2022-10-08 15:00:00.000000,new york,us,59.12,15:00:00,2.41,15:00:00.000000,2022-10-08,15,8,10,2022,1008.0,fall,39.12,2.9056478719767593
6711,2022-10-08 16:00:00.000000,new york,us,59.33,16:00:00,2.92,16:00:00.000000,2022-10-08,16,8,10,2022,1008.0,fall,39.33,2.8990397581359177
6712,2022-10-08 17:00:00.000000,new york,us,59.38,17:00:00,1.93,17:00:00.000000,2022-10-08,17,8,10,2022,1008.0,fall,39.38,2.897466397697622
6714,2022-10-08 19:00:00.000000,new york,us,55.99,19:00:00,3.75,19:00:00.000000,2022-10-08,19,8,10,2022,1008.0,fall,35.99,3.0041402354140607
6716,2022-10-08 21:00:00.000000,new york,us,53.04,21:00:00,1.75,21:00:00.000000,2022-10-08,21,8,10,2022,1008.0,fall,33.04,3.0969685012734987
6717,2022-10-08 22:00:00.000000,new york,us,52.05,22:00:00,1.47,22:00:00.000000,2022-10-08,22,8,10,2022,1008.0,fall,32.05,3.1281210379517503
6718,2022-10-08 23:00:00.000000,new york,us,51.84,23:00:00,3.14,23:00:00.000000,2022-10-08,23,8,10,2022,1008.0,fall,31.840000000000003,3.134729151792592
6708,2022-10-08 13:00:00.000000,new york,us,55.6,13:00:00,2.28,13:00:00.000000,2022-10-08,13,8,10,2022,1008.0,fall,35.6,3.016412446832766
6713,2022-10-08 18:00:00.000000,new york,us,57.36,18:00:00,2.2,18:00:00.000000,2022-10-08,18,8,10,2022,1008.0,fall,37.36,2.9610301594047623
6707,2022-10-08 12:00:00.000000,new york,us,55.2,12:00:00,2.06,12:00:00.000000,2022-10-08,12,8,10,2022,1008.0,fall,35.2,3.0289993303391305
6701,2022-10-08 06:00:00.000000,new york,us,51.66,06:00:00,1.63,06:00:00.000000,2022-10-08,6,8,10,2022,1008.0,fall,31.659999999999997,3.140393249370456
6705,2022-10-08 10:00:00.000000,new york,us,53.46,10:00:00,2.37,10:00:00.000000,2022-10-08,10,8,10,2022,1008.0,fall,33.46,3.0837522735918155
6704,2022-10-08 09:00:00.000000,new york,us,52.52,09:00:00,2.94,09:00:00.000000,2022-10-08,9,8,10,2022,1008.0,fall,32.52,3.1133314498317723
6703,2022-10-08 08:00:00.000000,new york,us,50.23,08:00:00,3.12,08:00:00.000000,2022-10-08,8,8,10,2022,1008.0,fall,30.229999999999997,3.1853913579057087
6702,2022-10-08 07:00:00.000000,new york,us,51.12,07:00:00,3.39,07:00:00.000000,2022-10-08,7,8,10,2022,1008.0,fall,31.119999999999997,3.157385542104048
6700,2022-10-08 05:00:00.000000,new york,us,51.44,05:00:00,1.4,05:00:00.000000,2022-10-08,5,8,10,2022,1008.0,fall,31.439999999999998,3.147316035298956
6699,2022-10-08 04:00:00.000000,new york,us,51.4,04:00:00,2.96,04:00:00.000000,2022-10-08,4,8,10,2022,1008.0,fall,31.4,3.1485747236495927
6698,2022-10-08 03:00:00.000000,new york,us,55.62,03:00:00,1.59,03:00:00.000000,2022-10-08,3,8,10,2022,1008.0,fall,35.62,3.0157831026574478
6697,2022-10-08 02:00:00.000000,new york,us,57.42,02:00:00,1.78,02:00:00.000000,2022-10-08,2,8,10,2022,1008.0,fall,37.42,2.959142126878808
6696,2022-10-08 01:00:00.000000,new york,us,58.64,01:00:00,2.13,01:00:00.000000,2022-10-08,1,8,10,2022,1008.0,fall,38.64,2.920752132184396
6695,2022-10-08 00:00:00.000000,new york,us,59.9,00:00:00,2.24,00:00:00.000000,2022-10-08,0,8,10,2022,1008.0,fall,39.9,2.8811034491393483
6706,2022-10-08 11:00:00.000000,new york,us,53.87,11:00:00,3.47,11:00:00.000000,2022-10-08,11,8,10,2022,1008.0,fall,33.87,3.0708507179977924
6715,2022-10-08 20:00:00.000000,new york,us,54.48,20:00:00,2.66,20:00:00.000000,2022-10-08,20,8,10,2022,1008.0,fall,34.48,3.0516557206505865
6742,2022-10-09 23:00:00.000000,new york,us,56.19,23:00:00,1.44,23:00:00.000000,2022-10-09,23,9,10,2022,1009.0,fall,36.19,2.9978467936608784
6719,2022-10-09 00:00:00.000000,new york,us,53.42,00:00:00,1.61,00:00:00.000000,2022-10-09,0,9,10,2022,1009.0,fall,33.42,3.0850109619424524
6741,2022-10-09 22:00:00.000000,new york,us,58.71,22:00:00,1.38,22:00:00.000000,2022-10-09,22,9,10,2022,1009.0,fall,38.71,2.9185494275707824
6740,2022-10-09 21:00:00.000000,new york,us,59.05,21:00:00,2.43,21:00:00.000000,2022-10-09,21,9,10,2022,1009.0,fall,39.05,2.9078505765903726
6738,2022-10-09 19:00:00.000000,new york,us,60.87,19:00:00,2.88,19:00:00.000000,2022-10-09,19,9,10,2022,1009.0,fall,40.87,2.8505802566364147
6737,2022-10-09 18:00:00.000000,new york,us,61.52,18:00:00,2.54,18:00:00.000000,2022-10-09,18,9,10,2022,1009.0,fall,41.52,2.830126570938572
6736,2022-10-09 17:00:00.000000,new york,us,62.13,17:00:00,3.18,17:00:00.000000,2022-10-09,17,9,10,2022,1009.0,fall,42.13,2.8109315735913665
6735,2022-10-09 16:00:00.000000,new york,us,61.65,16:00:00,2.28,16:00:00.000000,2022-10-09,16,9,10,2022,1009.0,fall,41.65,2.826035833799004
6734,2022-10-09 15:00:00.000000,new york,us,61.14,15:00:00,1.99,15:00:00.000000,2022-10-09,15,9,10,2022,1009.0,fall,41.14,2.842084110269618
6733,2022-10-09 14:00:00.000000,new york,us,60.28,14:00:00,1.83,14:00:00.000000,2022-10-09,14,9,10,2022,1009.0,fall,40.28,2.869145909808302
6732,2022-10-09 13:00:00.000000,new york,us,58.78,13:00:00,2.19,13:00:00.000000,2022-10-09,13,9,10,2022,1009.0,fall,38.78,2.9163467229571687
6731,2022-10-09 12:00:00.000000,new york,us,56.61,12:00:00,3.4,12:00:00.000000,2022-10-09,12,9,10,2022,1009.0,fall,36.61,2.984630565979196
6739,2022-10-09 20:00:00.000000,new york,us,60.13,20:00:00,2.87,20:00:00.000000,2022-10-09,20,9,10,2022,1009.0,fall,40.13,2.8738659911231887
6729,2022-10-09 10:00:00.000000,new york,us,51.19,10:00:00,1.82,10:00:00.000000,2022-10-09,10,9,10,2022,1009.0,fall,31.189999999999998,3.1551828374904343
6730,2022-10-09 11:00:00.000000,new york,us,54.47,11:00:00,1.87,11:00:00.000000,2022-10-09,11,9,10,2022,1009.0,fall,34.47,3.0519703927382453
6720,2022-10-09 01:00:00.000000,new york,us,52.45,01:00:00,1.94,01:00:00.000000,2022-10-09,1,9,10,2022,1009.0,fall,32.45,3.115534154445386
6722,2022-10-09 03:00:00.000000,new york,us,50.95,03:00:00,2.45,03:00:00.000000,2022-10-09,3,9,10,2022,1009.0,fall,30.950000000000003,3.1627349675942527
6723,2022-10-09 04:00:00.000000,new york,us,48.65,04:00:00,1.36,04:00:00.000000,2022-10-09,4,9,10,2022,1009.0,fall,28.65,3.2351095477558482
6721,2022-10-09 02:00:00.000000,new york,us,51.44,02:00:00,2.28,02:00:00.000000,2022-10-09,2,9,10,2022,1009.0,fall,31.439999999999998,3.147316035298956
6725,2022-10-09 06:00:00.000000,new york,us,49.14,06:00:00,1.65,06:00:00.000000,2022-10-09,6,9,10,2022,1009.0,fall,29.14,3.219690615460552
6726,2022-10-09 07:00:00.000000,new york,us,46.29,07:00:00,1.8,07:00:00.000000,2022-10-09,7,9,10,2022,1009.0,fall,26.29,3.3093721604433988
6727,2022-10-09 08:00:00.000000,new york,us,48.49,08:00:00,3.38,08:00:00.000000,2022-10-09,8,9,10,2022,1009.0,fall,28.490000000000002,3.240144301158394
6728,2022-10-09 09:00:00.000000,new york,us,49.42,09:00:00,2.28,09:00:00.000000,2022-10-09,9,9,10,2022,1009.0,fall,29.42,3.2108797970060965
6724,2022-10-09 05:00:00.000000,new york,us,49.39,05:00:00,2.63,05:00:00.000000,2022-10-09,5,9,10,2022,1009.0,fall,29.39,3.211823813269074
6764,2022-10-10 21:00:00.000000,new york,us,63.19,21:00:00,2.39,21:00:00.000000,2022-10-10,21,10,10,2022,1010.0,fall,43.19,2.7775763322995006
6765,2022-10-10 22:00:00.000000,new york,us,62.37,22:00:00,1.35,22:00:00.000000,2022-10-10,22,10,10,2022,1010.0,fall,42.37,2.8033794434875476
6761,2022-10-10 18:00:00.000000,new york,us,67.23,18:00:00,2.09,18:00:00.000000,2022-10-10,18,10,10,2022,1010.0,fall,47.230000000000004,2.65044880888522
6760,2022-10-10 17:00:00.000000,new york,us,68.05,17:00:00,2.01,17:00:00.000000,2022-10-10,17,10,10,2022,1010.0,fall,48.05,2.624645697697173
6759,2022-10-10 16:00:00.000000,new york,us,68.04,16:00:00,3.79,16:00:00.000000,2022-10-10,16,10,10,2022,1010.0,fall,48.040000000000006,2.624960369784832
6758,2022-10-10 15:00:00.000000,new york,us,67.77,15:00:00,2.45,15:00:00.000000,2022-10-10,15,10,10,2022,1010.0,fall,47.769999999999996,2.633456516151628
6757,2022-10-10 14:00:00.000000,new york,us,66.58,14:00:00,1.9,14:00:00.000000,2022-10-10,14,10,10,2022,1010.0,fall,46.58,2.6709024945830624
6756,2022-10-10 13:00:00.000000,new york,us,63.86,13:00:00,2.4,13:00:00.000000,2022-10-10,13,10,10,2022,1010.0,fall,43.86,2.7564933024263403
6755,2022-10-10 12:00:00.000000,new york,us,60.51,12:00:00,2.01,12:00:00.000000,2022-10-10,12,10,10,2022,1010.0,fall,40.51,2.8619084517921425
6766,2022-10-10 23:00:00.000000,new york,us,62.78,23:00:00,1.41,23:00:00.000000,2022-10-10,23,10,10,2022,1010.0,fall,42.78,2.790477887893524
6752,2022-10-10 09:00:00.000000,new york,us,54.32,09:00:00,2.23,09:00:00.000000,2022-10-10,9,10,10,2022,1010.0,fall,34.32,3.0566904740531324
6753,2022-10-10 10:00:00.000000,new york,us,56.88,10:00:00,3.39,10:00:00.000000,2022-10-10,10,10,10,2022,1010.0,fall,36.88,2.9761344196124
6763,2022-10-10 20:00:00.000000,new york,us,65.26,20:00:00,3.09,20:00:00.000000,2022-10-10,20,10,10,2022,1010.0,fall,45.260000000000005,2.7124392101540646
6751,2022-10-10 08:00:00.000000,new york,us,52.92,08:00:00,1.94,08:00:00.000000,2022-10-10,8,10,10,2022,1010.0,fall,32.92,3.1007445663254076
6750,2022-10-10 07:00:00.000000,new york,us,53.35,07:00:00,3.41,07:00:00.000000,2022-10-10,7,10,10,2022,1010.0,fall,33.35,3.087213666556066
6749,2022-10-10 06:00:00.000000,new york,us,53.62,06:00:00,1.37,06:00:00.000000,2022-10-10,6,10,10,2022,1010.0,fall,33.62,3.07871752018927
6748,2022-10-10 05:00:00.000000,new york,us,54.5,05:00:00,1.33,05:00:00.000000,2022-10-10,5,10,10,2022,1010.0,fall,34.5,3.051026376475268
6747,2022-10-10 04:00:00.000000,new york,us,54.94,04:00:00,2.37,04:00:00.000000,2022-10-10,4,10,10,2022,1010.0,fall,34.94,3.0371808046182673
6746,2022-10-10 03:00:00.000000,new york,us,55.27,03:00:00,1.89,03:00:00.000000,2022-10-10,3,10,10,2022,1010.0,fall,35.27,3.0267966257255168
6745,2022-10-10 02:00:00.000000,new york,us,54.73,02:00:00,1.43,02:00:00.000000,2022-10-10,2,10,10,2022,1010.0,fall,34.73,3.043788918459109
6744,2022-10-10 01:00:00.000000,new york,us,56.14,01:00:00,1.9,01:00:00.000000,2022-10-10,1,10,10,2022,1010.0,fall,36.14,2.999420154099174
6743,2022-10-10 00:00:00.000000,new york,us,55.99,00:00:00,3.09,00:00:00.000000,2022-10-10,0,10,10,2022,1010.0,fall,35.99,3.0041402354140607
6754,2022-10-10 11:00:00.000000,new york,us,58.55,11:00:00,1.94,11:00:00.000000,2022-10-10,11,10,10,2022,1010.0,fall,38.55,2.9235841809733283
6762,2022-10-10 19:00:00.000000,new york,us,66.27,19:00:00,2.74,19:00:00.000000,2022-10-10,19,10,10,2022,1010.0,fall,46.269999999999996,2.6806573293004945
6769,2022-10-11 02:00:00.000000,new york,us,58.42,02:00:00,1.32,02:00:00.000000,2022-10-11,2,11,10,2022,1011.0,fall,38.42,2.9276749181128965
6768,2022-10-11 01:00:00.000000,new york,us,59.2,01:00:00,1.8,01:00:00.000000,2022-10-11,1,11,10,2022,1011.0,fall,39.2,2.903130495275486
6787,2022-10-11 20:00:00.000000,new york,us,65.82,20:00:00,2.12,20:00:00.000000,2022-10-11,20,11,10,2022,1011.0,fall,45.81999999999999,2.694817573245155
6786,2022-10-11 19:00:00.000000,new york,us,66.7,19:00:00,2.93,19:00:00.000000,2022-10-11,19,11,10,2022,1011.0,fall,46.7,2.6671264295311525
6785,2022-10-11 18:00:00.000000,new york,us,68.0,18:00:00,3.77,18:00:00.000000,2022-10-11,18,11,10,2022,1011.0,fall,48.0,2.6262190581354683
6784,2022-10-11 17:00:00.000000,new york,us,70.16,17:00:00,2.22,17:00:00.000000,2022-10-11,17,11,10,2022,1011.0,fall,50.16,2.5582498872011
6783,2022-10-11 16:00:00.000000,new york,us,71.17,16:00:00,2.04,16:00:00.000000,2022-10-11,16,11,10,2022,1011.0,fall,51.17,2.52646800634753
6782,2022-10-11 15:00:00.000000,new york,us,70.18,15:00:00,1.99,15:00:00.000000,2022-10-11,15,11,10,2022,1011.0,fall,50.18000000000001,2.5576205430257817
6781,2022-10-11 14:00:00.000000,new york,us,68.31,14:00:00,1.99,14:00:00.000000,2022-10-11,14,11,10,2022,1011.0,fall,48.31,2.6164642234180358
6780,2022-10-11 13:00:00.000000,new york,us,64.92,13:00:00,2.5,13:00:00.000000,2022-10-11,13,11,10,2022,1011.0,fall,44.92,2.7231380611344744
6779,2022-10-11 12:00:00.000000,new york,us,62.53,12:00:00,2.33,12:00:00.000000,2022-10-11,12,11,10,2022,1011.0,fall,42.53,2.7983446900850018
6778,2022-10-11 11:00:00.000000,new york,us,60.31,11:00:00,3.48,11:00:00.000000,2022-10-11,11,11,10,2022,1011.0,fall,40.31,2.868201893545325
6777,2022-10-11 10:00:00.000000,new york,us,60.4,10:00:00,2.11,10:00:00.000000,2022-10-11,10,11,10,2022,1011.0,fall,40.4,2.8653698447563927
6776,2022-10-11 09:00:00.000000,new york,us,55.76,09:00:00,2.54,09:00:00.000000,2022-10-11,9,11,10,2022,1011.0,fall,35.76,3.0113776934302203
6774,2022-10-11 07:00:00.000000,new york,us,53.89,07:00:00,2.94,07:00:00.000000,2022-10-11,7,11,10,2022,1011.0,fall,33.89,3.070221373822474
6773,2022-10-11 06:00:00.000000,new york,us,54.55,06:00:00,1.52,06:00:00.000000,2022-10-11,6,11,10,2022,1011.0,fall,34.55,3.049453016036973
6772,2022-10-11 05:00:00.000000,new york,us,57.31,05:00:00,1.48,05:00:00.000000,2022-10-11,5,11,10,2022,1011.0,fall,37.31,2.962603519843058
6771,2022-10-11 04:00:00.000000,new york,us,57.49,04:00:00,2.91,04:00:00.000000,2022-10-11,4,11,10,2022,1011.0,fall,37.49,2.9569394222651937
6770,2022-10-11 03:00:00.000000,new york,us,58.78,03:00:00,1.3,03:00:00.000000,2022-10-11,3,11,10,2022,1011.0,fall,38.78,2.9163467229571687
6767,2022-10-11 00:00:00.000000,new york,us,60.96,00:00:00,3.02,00:00:00.000000,2022-10-11,0,11,10,2022,1011.0,fall,40.96,2.8477482078474825
6775,2022-10-11 08:00:00.000000,new york,us,53.87,08:00:00,3.11,08:00:00.000000,2022-10-11,8,11,10,2022,1011.0,fall,33.87,3.0708507179977924
6789,2022-10-11 22:00:00.000000,new york,us,64.92,22:00:00,3.65,22:00:00.000000,2022-10-11,22,11,10,2022,1011.0,fall,44.92,2.7231380611344744
6790,2022-10-11 23:00:00.000000,new york,us,64.51,23:00:00,1.65,23:00:00.000000,2022-10-11,23,11,10,2022,1011.0,fall,44.510000000000005,2.736039616728498
6788,2022-10-11 21:00:00.000000,new york,us,65.39,21:00:00,2.68,21:00:00.000000,2022-10-11,21,11,10,2022,1011.0,fall,45.39,2.708348473014496
6792,2022-10-12 01:00:00.000000,new york,us,62.19,01:00:00,1.88,01:00:00.000000,2022-10-12,1,12,10,2022,1012.0,fall,42.19,2.809043541065412
6791,2022-10-12 00:00:00.000000,new york,us,63.39,00:00:00,1.63,00:00:00.000000,2022-10-12,0,12,10,2022,1012.0,fall,43.39,2.7712828905463187
6814,2022-10-12 23:00:00.000000,new york,us,63.93,23:00:00,2.76,23:00:00.000000,2022-10-12,23,12,10,2022,1012.0,fall,43.93,2.7542905978127266
6813,2022-10-12 22:00:00.000000,new york,us,63.82,22:00:00,1.4,22:00:00.000000,2022-10-12,22,12,10,2022,1012.0,fall,43.82,2.7577519907769767
6812,2022-10-12 21:00:00.000000,new york,us,64.24,21:00:00,1.8,21:00:00.000000,2022-10-12,21,12,10,2022,1012.0,fall,44.239999999999995,2.7445357630952945
6811,2022-10-12 20:00:00.000000,new york,us,64.78,20:00:00,2.5,20:00:00.000000,2022-10-12,20,12,10,2022,1012.0,fall,44.78,2.7275434703617023
6810,2022-10-12 19:00:00.000000,new york,us,65.03,19:00:00,4.07,19:00:00.000000,2022-10-12,19,12,10,2022,1012.0,fall,45.03,2.7196766681702242
6808,2022-10-12 17:00:00.000000,new york,us,66.54,17:00:00,2.0,17:00:00.000000,2022-10-12,17,12,10,2022,1012.0,fall,46.540000000000006,2.6721611829336984
6807,2022-10-12 16:00:00.000000,new york,us,68.25,16:00:00,1.64,16:00:00.000000,2022-10-12,16,12,10,2022,1012.0,fall,48.25,2.6183522559439902
6806,2022-10-12 15:00:00.000000,new york,us,69.06,15:00:00,3.31,15:00:00.000000,2022-10-12,15,12,10,2022,1012.0,fall,49.06,2.5928638168436025
6805,2022-10-12 14:00:00.000000,new york,us,69.17,14:00:00,1.79,14:00:00.000000,2022-10-12,14,12,10,2022,1012.0,fall,49.17,2.5894024238793523
6804,2022-10-12 13:00:00.000000,new york,us,67.35,13:00:00,2.09,13:00:00.000000,2022-10-12,13,12,10,2022,1012.0,fall,47.349999999999994,2.6466727438333106
6809,2022-10-12 18:00:00.000000,new york,us,65.14,18:00:00,2.64,18:00:00.000000,2022-10-12,18,12,10,2022,1012.0,fall,45.14,2.716215275205974
6802,2022-10-12 11:00:00.000000,new york,us,64.24,11:00:00,1.96,11:00:00.000000,2022-10-12,11,12,10,2022,1012.0,fall,44.239999999999995,2.7445357630952945
6803,2022-10-12 12:00:00.000000,new york,us,65.3,12:00:00,2.13,12:00:00.000000,2022-10-12,12,12,10,2022,1012.0,fall,45.3,2.7111805218034286
6794,2022-10-12 03:00:00.000000,new york,us,61.45,03:00:00,2.26,03:00:00.000000,2022-10-12,3,12,10,2022,1012.0,fall,41.45,2.832329275552186
6795,2022-10-12 04:00:00.000000,new york,us,60.96,04:00:00,1.39,04:00:00.000000,2022-10-12,4,12,10,2022,1012.0,fall,40.96,2.8477482078474825
6796,2022-10-12 05:00:00.000000,new york,us,60.46,05:00:00,1.47,05:00:00.000000,2022-10-12,5,12,10,2022,1012.0,fall,40.46,2.8634818122304377
6797,2022-10-12 06:00:00.000000,new york,us,60.82,06:00:00,3.14,06:00:00.000000,2022-10-12,6,12,10,2022,1012.0,fall,40.82,2.85215361707471
6793,2022-10-12 02:00:00.000000,new york,us,61.97,02:00:00,2.12,02:00:00.000000,2022-10-12,2,12,10,2022,1012.0,fall,41.97,2.8159663269939124
6799,2022-10-12 08:00:00.000000,new york,us,60.42,08:00:00,3.03,08:00:00.000000,2022-10-12,8,12,10,2022,1012.0,fall,40.42,2.8647405005810747
6800,2022-10-12 09:00:00.000000,new york,us,60.42,09:00:00,4.29,09:00:00.000000,2022-10-12,9,12,10,2022,1012.0,fall,40.42,2.8647405005810747
6801,2022-10-12 10:00:00.000000,new york,us,63.18,10:00:00,1.96,10:00:00.000000,2022-10-12,10,12,10,2022,1012.0,fall,43.18,2.77789100438716
6798,2022-10-12 07:00:00.000000,new york,us,59.5,07:00:00,2.05,07:00:00.000000,2022-10-12,7,12,10,2022,1012.0,fall,39.5,2.8936903326457126
6829,2022-10-13 14:00:00.000000,new york,us,68.07,14:00:00,2.23,14:00:00.000000,2022-10-13,14,13,10,2022,1013.0,fall,48.06999999999999,2.6240163535218546
6838,2022-10-13 23:00:00.000000,new york,us,59.5,23:00:00,1.25,23:00:00.000000,2022-10-13,23,13,10,2022,1013.0,fall,39.5,2.8936903326457126
6837,2022-10-13 22:00:00.000000,new york,us,66.72,22:00:00,1.28,22:00:00.000000,2022-10-13,22,13,10,2022,1013.0,fall,46.72,2.6664970853558345
6836,2022-10-13 21:00:00.000000,new york,us,66.63,21:00:00,1.7,21:00:00.000000,2022-10-13,21,13,10,2022,1013.0,fall,46.629999999999995,2.6693291341447667
6835,2022-10-13 20:00:00.000000,new york,us,67.96,20:00:00,3.96,20:00:00.000000,2022-10-13,20,13,10,2022,1013.0,fall,47.959999999999994,2.6274777464861048
6834,2022-10-13 19:00:00.000000,new york,us,67.37,19:00:00,2.97,19:00:00.000000,2022-10-13,19,13,10,2022,1013.0,fall,47.370000000000005,2.646043399657992
6833,2022-10-13 18:00:00.000000,new york,us,67.41,18:00:00,2.2,18:00:00.000000,2022-10-13,18,13,10,2022,1013.0,fall,47.41,2.6447847113073557
6832,2022-10-13 17:00:00.000000,new york,us,68.94,17:00:00,2.1,17:00:00.000000,2022-10-13,17,13,10,2022,1013.0,fall,48.94,2.596639881895512
6831,2022-10-13 16:00:00.000000,new york,us,70.11,16:00:00,2.32,16:00:00.000000,2022-10-13,16,13,10,2022,1013.0,fall,50.11,2.559823247639396
6830,2022-10-13 15:00:00.000000,new york,us,69.76,15:00:00,3.56,15:00:00.000000,2022-10-13,15,13,10,2022,1013.0,fall,49.760000000000005,2.570836770707465
6828,2022-10-13 13:00:00.000000,new york,us,68.85,13:00:00,2.65,13:00:00.000000,2022-10-13,13,13,10,2022,1013.0,fall,48.849999999999994,2.599471930684444
6820,2022-10-13 05:00:00.000000,new york,us,63.9,05:00:00,2.66,05:00:00.000000,2022-10-13,5,13,10,2022,1013.0,fall,43.9,2.755234614075704
6826,2022-10-13 11:00:00.000000,new york,us,68.58,11:00:00,2.74,11:00:00.000000,2022-10-13,11,13,10,2022,1013.0,fall,48.58,2.6079680770512397
6815,2022-10-13 00:00:00.000000,new york,us,63.95,00:00:00,1.11,00:00:00.000000,2022-10-13,0,13,10,2022,1013.0,fall,43.95,2.753661253637408
6827,2022-10-13 12:00:00.000000,new york,us,70.02,12:00:00,2.5,12:00:00.000000,2022-10-13,12,13,10,2022,1013.0,fall,50.019999999999996,2.562655296428328
6817,2022-10-13 02:00:00.000000,new york,us,62.82,02:00:00,0.83,02:00:00.000000,2022-10-13,2,13,10,2022,1013.0,fall,42.82,2.789219199542888
6818,2022-10-13 03:00:00.000000,new york,us,63.91,03:00:00,1.12,03:00:00.000000,2022-10-13,3,13,10,2022,1013.0,fall,43.91,2.754919941988045
6819,2022-10-13 04:00:00.000000,new york,us,64.62,04:00:00,1.47,04:00:00.000000,2022-10-13,4,13,10,2022,1013.0,fall,44.620000000000005,2.7325782237642477
6816,2022-10-13 01:00:00.000000,new york,us,63.46,01:00:00,1.28,01:00:00.000000,2022-10-13,1,13,10,2022,1013.0,fall,43.46,2.7690801859327046
6821,2022-10-13 06:00:00.000000,new york,us,64.44,06:00:00,1.34,06:00:00.000000,2022-10-13,6,13,10,2022,1013.0,fall,44.44,2.7382423213421117
6822,2022-10-13 07:00:00.000000,new york,us,65.97,07:00:00,1.81,07:00:00.000000,2022-10-13,7,13,10,2022,1013.0,fall,45.97,2.690097491930268
6823,2022-10-13 08:00:00.000000,new york,us,66.65,08:00:00,1.69,08:00:00.000000,2022-10-13,8,13,10,2022,1013.0,fall,46.650000000000006,2.6686997899694482
6824,2022-10-13 09:00:00.000000,new york,us,67.75,09:00:00,3.79,09:00:00.000000,2022-10-13,9,13,10,2022,1013.0,fall,47.75,2.6340858603269464
6825,2022-10-13 10:00:00.000000,new york,us,68.83,10:00:00,2.11,10:00:00.000000,2022-10-13,10,13,10,2022,1013.0,fall,48.83,2.600101274859762
6862,2022-10-14 23:00:00.000000,new york,us,62.58,23:00:00,4.2,23:00:00.000000,2022-10-14,23,14,10,2022,1014.0,fall,42.58,2.7967713296467065
6861,2022-10-14 22:00:00.000000,new york,us,64.38,22:00:00,4.17,22:00:00.000000,2022-10-14,22,14,10,2022,1014.0,fall,44.379999999999995,2.7401303538680666
6860,2022-10-14 21:00:00.000000,new york,us,64.61,21:00:00,4.92,21:00:00.000000,2022-10-14,21,14,10,2022,1014.0,fall,44.61,2.732892895851907
6859,2022-10-14 20:00:00.000000,new york,us,65.64,20:00:00,5.43,20:00:00.000000,2022-10-14,20,14,10,2022,1014.0,fall,45.64,2.7004816708230184
6858,2022-10-14 19:00:00.000000,new york,us,65.11,19:00:00,6.56,19:00:00.000000,2022-10-14,19,14,10,2022,1014.0,fall,45.11,2.7171592914689517
6855,2022-10-14 16:00:00.000000,new york,us,68.85,16:00:00,2.74,16:00:00.000000,2022-10-14,16,14,10,2022,1014.0,fall,48.849999999999994,2.599471930684444
